sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target_name
0.15492957746478875,0.4122137404580152,0.057971014492753596,0.0425531914893617,setosa
0.18779342723004708,0.6832061068702291,0.07568438003220611,0.03191489361702128,setosa
0.1408450704225353,0.46183206106870234,0.06441223832528178,0.05106382978723404,setosa
0.244131455399061,0.5610687022900763,0.08051529790660224,0.029787234042553193,setosa
0.5352112676056338,0.48854961832061067,0.7004830917874395,0.49148936170212765,virginica
0.5586854460093895,0.2442748091603053,0.7842190016103058,0.35957446808510635,virginica
0.8192488262910798,0.4236641221374046,0.9436392914653782,0.48510638297872344,virginica
0.19248826291079815,0.6870229007633588,0.07246376811594202,0.061702127659574474,setosa
0.41784037558685444,0.3053435114503817,0.48631239935587756,0.2680851063829787,versicolor
0.24882629107981227,0.7862595419847327,0.09822866344605471,0.05531914893617021,setosa
0.443661971830986,0.37022900763358774,0.5362318840579708,0.251063829787234,versicolor
0.3615023474178403,0.282442748091603,0.4766505636070853,0.2765957446808511,versicolor
0.5610328638497653,0.4122137404580152,0.7326892109500805,0.37659574468085105,virginica
0.26995305164319255,0.7480916030534351,0.10950080515297904,0.025531914893617023,setosa
0.09389671361502354,0.5229007633587786,0.08212560386473429,0.027659574468085105,setosa
0.1267605633802817,0.5801526717557253,0.06119162640901769,0.03829787234042553,setosa
0.5938967136150234,0.36641221374045807,0.6022544283413848,0.28510638297872337,versicolor
0.5352112676056338,0.2900763358778626,0.6521739130434783,0.26170212765957446,versicolor
0.3615023474178403,0.6564885496183206,0.13526570048309178,0.048936170212765966,setosa
0.3661971830985916,0.2251908396946565,0.48631239935587756,0.251063829787234,versicolor
0.335680751173709,0.29389312977099247,0.5507246376811594,0.28085106382978725,versicolor
0.4999999999999999,0.44656488549618323,0.6344605475040257,0.4127659574468085,virginica
0.41079812206572763,0.7671755725190839,0.11594202898550722,0.06382978723404255,setosa
0.5985915492957747,0.4427480916030534,0.756843800322061,0.451063829787234,virginica
0.5469483568075116,0.6412213740458015,0.5925925925925926,0.32978723404255317,versicolor
0.34272300469483563,0.7900763358778623,0.03864734299516907,0.04468085106382979,setosa
0.35680751173708924,0.41984732824427473,0.5732689210950079,0.3148936170212766,versicolor
0.4084507042253521,0.21374045801526712,0.5330112721417068,0.251063829787234,versicolor
0.061032863849765404,0.6106870229007633,0.03542673107890498,0.029787234042553193,setosa
0.6032863849765258,0.33587786259541985,0.5684380032206118,0.3893617021276595,virginica
0.13145539906103296,0.515267175572519,0.11433172302737518,0.036170212765957444,setosa
0.5023474178403756,0.41603053435114506,0.5958132045088566,0.3191489361702127,versicolor
0.20187793427230052,0.6717557251908397,0.08373590982286634,0.036170212765957444,setosa
0.7347417840375585,0.583969465648855,0.8454106280193235,0.5127659574468085,virginica
0.21830985915492968,0.4312977099236642,0.1014492753623188,0.0425531914893617,setosa
0.267605633802817,0.6412213740458015,0.07568438003220611,0.06808510638297872,setosa
0.6830985915492958,0.3778625954198473,0.5684380032206118,0.30638297872340425,versicolor
0.5234741784037559,0.5725190839694657,0.748792270531401,0.5085106382978724,virginica
0.09624413145539908,0.6603053435114504,0.025764895330112704,0.04680851063829788,setosa
0.0845070422535212,0.4312977099236642,0.07729468599033815,0.0425531914893617,setosa
0.2370892018779344,0.4427480916030534,0.0789049919484702,0.0723404255319149,setosa
0.3192488262910798,0.6832061068702291,0.043478260869565216,0.036170212765957444,setosa
0.5915492957746479,0.38931297709923673,0.7665056360708533,0.43617021276595747,virginica
0.1478873239436619,0.47709923664122145,0.04830917874396135,0.023404255319148935,setosa
0.6103286384976526,0.41984732824427473,0.7310789049919483,0.4170212765957446,virginica
0.511737089201878,0.2442748091603053,0.6409017713365539,0.448936170212766,virginica
0.7206572769953051,0.6755725190839695,0.895330112721417,0.48085106382978726,virginica
0.5328638497652582,0.2900763358778626,0.5684380032206118,0.26170212765957446,versicolor
0.8568075117370891,0.6335877862595419,0.8663446054750402,0.5106382978723405,virginica
0.22300469483568075,0.48854961832061067,0.1046698872785829,0.04042553191489361,setosa
0.4319248826291081,0.2862595419847329,0.5990338164251208,0.3234042553191489,versicolor
0.715962441314554,0.45038167938931295,0.6441223832528179,0.3489361702127659,versicolor
0.6009389671361502,0.4999999999999999,0.7439613526570046,0.5297872340425532,virginica
0.1478873239436619,0.484732824427481,0.09983896940418677,1.0,setosa
0.18075117370892027,0.648854961832061,0.07246376811594202,0.021276595744680847,setosa
0.5422535211267606,0.4389312977099237,0.6344605475040257,0.3170212765957447,virginica
0.6760563380281689,0.45038167938931295,0.8003220611916264,0.5319148936170213,virginica
0.11502347417840379,0.4580152671755725,0.08534621578099838,0.036170212765957444,setosa
0.33333333333333326,0.24809160305343517,0.7214170692431562,0.4765957446808511,virginica
0.5305164319248827,0.549618320610687,0.7262479871175522,0.4595744680851064,virginica
0.6009389671361502,0.47328244274809156,0.6328502415458936,0.3,versicolor
0.24647887323943674,0.6908396946564884,0.08695652173913043,0.05531914893617021,setosa
0.5727699530516432,0.3396946564885496,0.6103059581320449,0.37872340425531914,virginica
0.3967136150234742,0.11832061068702283,0.4202898550724637,0.2702127659574468,versicolor
0.3615023474178403,0.40076335877862596,0.6537842190016103,0.3957446808510638,virginica
0.4953051643192488,0.38931297709923673,0.5442834138486312,0.19999999999999998,versicolor
0.5868544600938966,0.4809160305343511,0.685990338164251,0.3957446808510638,virginica
0.5070422535211268,0.5305343511450381,0.7069243156199678,0.42553191489361697,virginica
0.4319248826291081,0.0763358778625954,0.465378421900161,0.2170212765957447,versicolor
0.24882629107981227,0.5076335877862594,0.09822866344605471,0.01702127659574468,setosa
0.29577464788732405,0.8206106870229005,0.08051529790660224,0.05531914893617021,setosa
0.5023474178403756,0.3435114503816794,0.5668276972624798,0.31063829787234043,versicolor
0.19718309859154945,0.5267175572519084,0.08051529790660224,0.036170212765957444,setosa
0.7840375586854461,0.3969465648854963,0.8132045088566827,0.40638297872340423,virginica
0.18544600938967135,0.5458015267175572,0.09017713365539452,0.04042553191489361,setosa
0.6150234741784036,0.4580152671755725,0.647342995169082,0.49148936170212765,virginica
0.16197183098591555,0.4045801526717556,0.08695652173913043,0.036170212765957444,setosa
0.6056338028169014,0.6106870229007633,0.753623188405797,0.5106382978723405,virginica
0.39906103286384975,0.35114503816793896,0.5925925925925926,0.29148936170212764,versicolor
0.8967136150234741,0.31297709923664124,0.8212560386473429,0.4617021276595745,virginica
0.27699530516431936,0.16793893129770998,0.33011272141706915,0.225531914893617,versicolor
0.6502347417840376,0.4809160305343511,0.7665056360708533,0.4659574468085107,virginica
0.7769953051643192,0.46564885496183206,0.6956521739130435,0.5085106382978724,virginica
0.5328638497652582,0.32442748091603046,0.7584541062801933,0.3851063829787234,virginica
0.528169014084507,0.5229007633587786,0.5845410628019323,0.30425531914893617,versicolor
0.619718309859155,0.2290076335877862,0.7826086956521737,0.3893617021276595,virginica
0.3239436619718309,0.21755725190839695,0.2930756843800321,0.21914893617021278,versicolor
0.7699530516431924,0.35114503816793896,0.8260869565217391,0.40638297872340423,virginica
0.5023474178403756,0.6297709923664122,0.5410628019323671,0.31063829787234043,versicolor
0.46713615023474175,0.3396946564885496,0.6634460547504024,0.43829787234042555,virginica
0.1643192488262911,0.6030534351145037,0.16103059581320447,0.025531914893617023,setosa
0.2558685446009391,0.6908396946564884,0.09822866344605471,0.036170212765957444,setosa
0.2582159624413146,0.5114503816793893,0.10628019323671495,0.036170212765957444,setosa
0.6150234741784036,0.4083969465648855,0.679549114331723,0.48510638297872344,virginica
0.5375586854460093,0.29770992366412213,0.6070853462157809,0.32978723404255317,versicolor
0.4976525821596244,0.32824427480916035,0.6135265700483091,0.3659574468085106,virginica
0.24178403755868547,0.7748091603053435,0.06602254428341382,0.08085106382978723,setosa
0.7910798122065726,0.49236641221374056,0.8325281803542672,0.4319148936170213,virginica
0.33098591549295775,0.7404580152671756,0.0966183574879227,0.034042553191489355,setosa
0.5892018779342724,0.4694656488549619,0.5330112721417068,0.274468085106383,versicolor
0.08685446009389672,0.44656488549618323,0.016103059581320463,0.010638297872340425,setosa
0.5751173708920188,0.4122137404580152,0.7793880837359097,0.46382978723404256,virginica
0.375586854460094,0.35114503816793896,0.5636070853462156,0.3212765957446808,versicolor
0.6619718309859155,0.3778625954198473,0.6167471819645731,0.3191489361702127,versicolor
0.5164319248826291,0.41603053435114506,0.5813204508856682,0.28723404255319146,versicolor
0.27464788732394363,0.8625954198473281,0.12238325281803542,0.061702127659574474,setosa
0.6737089201877934,0.583969465648855,0.8325281803542672,0.5382978723404256,virginica
0.41784037558685444,0.5267175572519084,0.09822866344605471,0.036170212765957444,setosa
0.21830985915492968,0.5763358778625954,0.09178743961352656,0.04042553191489361,setosa
0.6009389671361502,0.5305343511450381,0.753623188405797,0.4957446808510638,virginica
0.30751173708920193,0.6793893129770993,0.07729468599033815,0.08085106382978723,setosa
0.3615023474178403,0.3587786259541985,0.5201288244766505,0.274468085106383,versicolor
0.8497652582159624,0.31297709923664124,0.542673107890499,0.41914893617021276,virginica
0.5704225352112676,0.5534351145038168,0.7133655394524958,0.47021276595744677,virginica
0.5938967136150234,0.38549618320610685,0.7149758454106279,0.5021276595744681,virginica
0.24178403755868547,0.6259541984732824,0.04830917874396135,0.04680851063829788,setosa
0.24882629107981227,0.6335877862595419,0.09822866344605471,0.061702127659574474,setosa
0.44131455399061026,0.25190839694656486,0.4524959742351046,0.19361702127659572,versicolor
0.5868544600938966,0.46183206106870234,0.6537842190016103,0.3680851063829787,virginica
0.21830985915492968,0.48854961832061067,0.03703703703703703,0.05106382978723404,setosa
0.3169014084507043,0.5076335877862594,0.4589371980676328,0.24893617021276593,versicolor
0.5727699530516432,0.2442748091603053,0.6811594202898551,0.4297872340425532,virginica
0.24178403755868547,0.7366412213740458,0.1545893719806763,0.09148936170212765,setosa
0.2863849765258217,0.5114503816793893,0.06602254428341382,0.025531914893617023,setosa
0.5774647887323943,0.4694656488549619,0.6570048309178743,0.3361702127659574,versicolor
0.3661971830985916,0.8015267175572517,0.022544283413848613,0.0574468085106383,setosa
0.647887323943662,0.4580152671755725,0.6666666666666666,0.3212765957446808,versicolor
0.619718309859155,0.4389312977099237,0.6296296296296295,0.351063829787234,versicolor
0.15962441314554002,0.4236641221374046,0.07407407407407406,0.025531914893617023,setosa
0.619718309859155,0.47328244274809156,0.5491143317230273,0.3,versicolor
0.19718309859154945,0.4694656488549619,0.08051529790660224,0.01702127659574468,setosa
0.6220657276995305,0.5305343511450381,0.7600644122383253,0.5340425531914894,virginica
0.6009389671361502,0.3053435114503817,0.8148148148148148,0.42340425531914894,virginica
0.6173708920187793,0.4580152671755725,0.6956521739130435,0.4765957446808511,virginica
0.31455399061032874,0.732824427480916,0.09178743961352656,0.027659574468085105,setosa
0.5305164319248827,0.40076335877862596,0.5458937198067633,0.3127659574468085,versicolor
0.312206572769953,0.6908396946564884,0.09178743961352656,0.036170212765957444,setosa
0.3943661971830987,0.2595419847328244,0.6521739130434783,0.30851063829787234,versicolor
0.05164319248826305,0.3435114503816794,0.05475040257648954,0.04042553191489361,setosa
0.3685446009389671,0.3167938931297709,0.3880837359098228,0.22978723404255316,versicolor
0.5821596244131455,0.46564885496183206,0.7504025764895329,0.4723404255319149,virginica
0.913145539906103,0.38931297709923673,0.9774557165861513,0.4340425531914894,virginica
0.0,0.3740458015267176,0.04025764895330112,0.025531914893617023,setosa
0.6572769953051644,0.4999999999999999,0.6956521739130435,0.44680851063829785,virginica
0.5492957746478874,0.3549618320610687,0.79549114331723,0.3702127659574468,virginica
0.2934272300469483,0.5763358778625954,0.05475040257648954,0.05106382978723404,setosa
0.23943661971830993,0.6793893129770993,0.07085346215780997,0.048936170212765966,setosa
0.6314553990610329,0.4961832061068702,0.7906602254428341,0.4936170212765958,virginica
0.5586854460093895,0.4580152671755725,0.7101449275362318,0.3893617021276595,virginica
0.5187793427230046,0.38549618320610685,0.7842190016103058,0.40425531914893614,virginica
0.5915492957746479,0.29389312977099247,0.7439613526570046,0.4085106382978723,virginica
0.49061032863849774,0.4274809160305343,0.6940418679549114,0.3361702127659574,virginica
0.6126760563380281,0.3740458015267176,0.6811594202898551,0.4170212765957446,virginica
0.34272300469483563,0.33206106870229,0.5587761674718196,0.2127659574468085,versicolor
0.312206572769953,0.9198473282442748,0.06763285024154587,0.048936170212765966,setosa
0.2582159624413146,0.3435114503816794,0.5394524959742351,0.34468085106382973,virginica
0.4999999999999999,0.19847328244274817,0.5780998389694042,0.3170212765957447,versicolor
0.34976525821596244,0.66793893129771,0.07729468599033815,0.05531914893617021,setosa
0.4765258215962441,0.33206106870229,0.4766505636070853,0.2531914893617021,versicolor
0.5234741784037559,0.3816793893129772,0.8148148148148148,0.3914893617021276,virginica
0.199530516431925,0.47709923664122145,0.07407407407407406,0.036170212765957444,setosa
0.5751173708920188,0.32824427480916035,0.6876006441223831,0.3680851063829787,virginica
0.35446009389671373,0.31297709923664124,0.5265700483091786,0.2680851063829787,versicolor
0.6666666666666667,0.4312977099236642,0.7987117552334944,0.4340425531914894,virginica
0.1384976525821598,0.5877862595419848,0.14492753623188404,0.04680851063829788,setosa
0.6502347417840376,0.4274809160305343,0.6409017713365539,0.4127659574468085,virginica
0.23004694835680758,0.09541984732824435,0.4524959742351046,0.2382978723404255,versicolor
0.18075117370892027,0.5038167938931297,0.07407407407407406,0.048936170212765966,setosa
0.15962441314554002,0.6297709923664122,0.07568438003220611,0.03829787234042553,setosa
0.6150234741784036,0.4541984732824428,0.7214170692431562,0.4553191489361702,virginica
0.46713615023474175,0.35114503816793896,0.7069243156199678,0.4446808510638298,virginica
0.4295774647887323,0.40076335877862596,0.5732689210950079,0.2553191489361702,versicolor
0.46009389671361495,0.3206106870229008,0.4814814814814814,0.25957446808510637,versicolor
0.3708920187793427,0.3778625954198473,0.5233494363929145,0.274468085106383,versicolor
0.8286384976525821,0.4999999999999999,0.79549114331723,0.5021276595744681,virginica
0.24178403755868547,0.5229007633587786,0.06602254428341382,0.029787234042553193,setosa
0.7065727699530517,0.5877862595419848,0.7069243156199678,0.5297872340425532,virginica
0.11032863849765272,0.4122137404580152,0.06441223832528178,0.019148936170212766,setosa
0.7699530516431924,0.45038167938931295,0.9452495974235102,0.4085106382978723,virginica
0.13145539906103296,0.5343511450381679,0.04186795491143317,0.023404255319148935,setosa
0.4577464788732394,0.34732824427480913,0.5603864734299516,0.33404255319148934,versicolor
0.244131455399061,0.6145038167938931,0.06441223832528178,0.0574468085106383,setosa
0.3615023474178403,0.31297709923664124,0.465378421900161,0.26595744680851063,versicolor
0.34976525821596244,0.29389312977099247,0.4975845410628019,0.20425531914893616,versicolor
0.8943661971830986,0.7290076335877862,0.9098228663446054,0.4936170212765958,virginica
0.28403755868544595,0.698473282442748,0.10950080515297904,0.05319148936170213,setosa
0.22300469483568075,0.6641221374045801,0.06441223832528178,0.04680851063829788,setosa
0.5328638497652582,0.4122137404580152,0.6441223832528179,0.3851063829787234,versicolor
0.6173708920187793,0.2900763358778626,0.6634460547504024,0.4340425531914894,virginica
0.41314553990610337,0.33206106870229,0.5700483091787438,0.274468085106383,versicolor
0.3474178403755869,0.7480916030534351,0.13043478260869565,0.08723404255319149,setosa
0.47183098591549305,0.3931297709923664,0.5942028985507245,0.2978723404255319,versicolor
0.5305164319248827,0.3435114503816794,0.7198067632850241,0.37872340425531914,virginica
0.11971830985915508,0.6145038167938931,0.11755233494363927,0.0425531914893617,setosa
0.4366197183098592,0.4274809160305343,0.4702093397745571,0.25957446808510637,versicolor
0.5046948356807511,0.47328244274809156,0.5813204508856682,0.3170212765957447,versicolor
0.4366197183098592,0.37022900763358774,0.5861513687600644,0.2765957446808511,versicolor
0.3169014084507043,0.2442748091603053,0.502415458937198,0.251063829787234,versicolor
0.41784037558685444,0.5038167938931297,0.5942028985507245,0.325531914893617,versicolor
0.692488262910798,0.4389312977099237,0.6376811594202898,0.34042553191489355,versicolor
0.2934272300469483,0.7557251908396947,0.04508856682769726,0.07021276595744681,setosa
0.6384976525821596,0.37022900763358774,0.7133655394524958,0.48510638297872344,virginica
0.5093896713615023,0.583969465648855,0.6312399355877617,0.3361702127659574,versicolor
0.5187793427230046,0.38549618320610685,0.6183574879227053,0.3191489361702127,versicolor
0.624413145539906,0.36259541984732824,0.7616747181964573,0.4340425531914894,virginica
0.48591549295774644,0.43511450381679384,0.7133655394524958,0.32978723404255317,virginica
0.5164319248826291,0.3587786259541985,0.6199677938808373,0.32978723404255317,versicolor
0.1690140845070424,0.515267175572519,0.05958132045088564,0.04042553191489361,setosa
0.6713615023474178,0.35114503816793896,0.5958132045088566,0.2829787234042553,versicolor
0.42253521126760574,0.16030534351145043,0.42512077294685985,0.2531914893617021,versicolor
0.1032863849765259,0.5458015267175572,0.09017713365539452,0.0425531914893617,setosa
0.3849765258215963,0.3396946564885496,0.5684380032206118,0.28085106382978725,versicolor
0.6971830985915494,0.4961832061068702,0.7342995169082125,0.5297872340425532,virginica
0.2629107981220657,0.8244274809160306,0.09017713365539452,0.05531914893617021,setosa
0.24882629107981227,0.8015267175572517,0.08695652173913043,1.0,setosa
0.15962441314554002,0.4236641221374046,0.07085346215780997,0.04468085106382979,setosa
0.46478873239436624,0.7748091603053435,0.03703703703703703,0.05319148936170213,setosa
0.5093896713615023,0.23282442748091606,0.4589371980676328,0.2553191489361702,versicolor
0.3967136150234742,0.5725190839694657,0.06280193236714973,0.061702127659574474,setosa
0.9178403755868546,0.3816793893129772,0.8743961352657004,0.40212765957446805,virginica
0.4976525821596244,0.66793893129771,0.5314009661835748,0.3702127659574468,versicolor
0.19718309859154945,0.5419847328244275,0.09339774557165861,0.04042553191489361,setosa
0.34037558685446007,0.20229007633587787,0.43317230273752005,0.2361702127659574,versicolor
0.46713615023474175,0.4961832061068702,0.6247987117552335,0.29148936170212764,versicolor
0.3967136150234742,0.36641221374045807,0.6666666666666666,0.42553191489361697,virginica
0.16197183098591555,0.4427480916030534,0.12399355877616745,0.05106382978723404,setosa
0.76056338028169,0.21755725190839695,0.901771336553945,0.4723404255319149,virginica
0.4929577464788733,0.3778625954198473,0.48792270531400955,0.26595744680851063,versicolor
0.35446009389671373,0.31297709923664124,0.5152979066022543,0.26382978723404255,versicolor
0.2065727699530516,0.66793893129771,0.0966183574879227,0.061702127659574474,setosa
0.9671361502347416,0.35114503816793896,0.8486312399355875,0.44680851063829785,virginica
0.5140845070422535,0.2290076335877862,0.64573268921095,0.40212765957446805,virginica
0.16197183098591555,0.5381679389312977,0.0789049919484702,0.002127659574468084,setosa
0.4765258215962441,0.3778625954198473,0.5958132045088566,0.26595744680851063,versicolor
0.6830985915492958,0.3587786259541985,0.571658615136876,0.3,versicolor
0.46713615023474175,0.5687022900763359,0.542673107890499,0.5,virginica
0.619718309859155,0.5572519083969466,0.8019323671497585,0.37659574468085105,virginica
0.18544600938967135,0.3435114503816794,0.09500805152979067,0.019148936170212766,setosa
0.2535211267605634,0.8320610687022899,0.08856682769726247,0.019148936170212766,setosa
0.20187793427230052,0.09923664122137404,0.3542673107890499,0.22340425531914893,versicolor
0.24178403755868547,0.5076335877862594,0.08373590982286634,0.029787234042553193,setosa
0.2136150234741784,0.6297709923664122,0.08051529790660224,0.03191489361702128,setosa
0.528169014084507,0.2442748091603053,0.6167471819645731,0.3978723404255319,virginica
0.6009389671361502,0.4083969465648855,0.7326892109500805,0.3829787234042553,virginica
0.375586854460094,0.7480916030534351,0.056360708534621586,0.06595744680851064,setosa
0.12910798122065742,0.4045801526717556,0.05958132045088564,0.04468085106382979,setosa
0.23943661971830993,0.7137404580152671,0.09500805152979067,0.04468085106382979,setosa
0.5539906103286385,0.4274809160305343,0.6376811594202898,0.28510638297872337,versicolor
0.28169014084507044,0.6908396946564884,0.08856682769726247,0.0425531914893617,setosa
0.2558685446009391,0.5076335877862594,0.07246376811594202,0.023404255319148935,setosa
0.7370892018779343,0.484732824427481,0.8019323671497585,0.47446808510638294,virginica
0.8802816901408449,0.4083969465648855,0.8260869565217391,0.4340425531914894,virginica
0.16197183098591555,0.5190839694656488,0.07085346215780997,0.04680851063829788,setosa
0.4389671361502347,0.34732824427480913,0.6054750402576489,0.34468085106382973,virginica
0.624413145539906,0.5343511450381679,0.8196457326892108,0.47446808510638294,virginica
0.528169014084507,0.5038167938931297,0.6570048309178743,0.4106382978723404,virginica
0.42253521126760574,0.27862595419847336,0.5619967793880836,0.2680851063829787,versicolor
0.3896713615023474,0.37022900763358774,0.466988727858293,0.24042553191489358,versicolor
0.8262910798122065,0.3435114503816794,0.8083735909822864,0.32978723404255317,virginica
0.5446009389671361,0.38931297709923673,0.5330112721417068,0.2680851063829787,versicolor
0.17370892018779344,0.11450381679389314,0.37842190016103056,0.225531914893617,versicolor
0.5023474178403756,0.3816793893129772,0.5362318840579708,0.274468085106383,versicolor
0.3192488262910798,0.4045801526717556,0.7020933977455714,0.3978723404255319,virginica
0.3779342723004695,0.27480916030534347,0.4122383252818035,0.20851063829787234,versicolor
0.2981220657276996,0.3167938931297709,0.4508856682769725,0.22127659574468084,versicolor
0.28873239436619724,0.7404580152671756,0.07568438003220611,0.09361702127659574,setosa
0.5164319248826291,0.3969465648854963,0.7359098228663445,0.3957446808510638,virginica
0.5140845070422535,0.5458015267175572,0.8083735909822864,0.5276595744680851,setosa
0.7276995305164319,0.3549618320610687,0.7809983896940417,0.3659574468085106,virginica
0.28873239436619724,0.7366412213740458,0.08051529790660224,0.07021276595744681,setosa
0.04929577464788731,0.3931297709923664,0.04669887278582931,0.021276595744680847,setosa
0.21830985915492968,0.6183206106870228,0.06763285024154587,0.0425531914893617,setosa
0.8521126760563379,0.46564885496183206,0.8083735909822864,0.448936170212766,virginica
0.46009389671361495,0.33206106870229,0.7262479871175522,0.3957446808510638,virginica
0.5610328638497653,0.3396946564885496,0.5861513687600644,0.3148936170212766,versicolor
0.28873239436619724,0.5763358778625954,0.09017713365539452,1.0,setosa
0.46009389671361495,0.33206106870229,0.6392914653784219,0.3936170212765957,virginica
0.19718309859154945,0.7404580152671756,0.06763285024154587,0.025531914893617023,setosa
0.6854460093896713,0.4809160305343511,0.6215780998389693,0.49148936170212765,virginica
0.2206572769953052,0.4389312977099237,0.09983896940418677,0.034042553191489355,setosa
0.4577464788732394,0.5648854961832062,0.5636070853462156,0.34042553191489355,versicolor
0.34037558685446007,0.4427480916030534,0.542673107890499,0.34042553191489355,versicolor
0.42018779342723,0.5725190839694657,0.5684380032206118,0.325531914893617,versicolor
0.335680751173709,0.18702290076335876,0.43478260869565216,0.2127659574468085,versicolor
0.5492957746478874,0.40076335877862596,0.6247987117552335,0.274468085106383,versicolor
0.26525821596244126,0.16030534351145043,0.4267310789049919,0.1957446808510638,versicolor
0.4507042253521126,0.4427480916030534,0.6988727858293075,0.3872340425531915,virginica
0.6384976525821596,0.5381679389312977,0.8067632850241544,0.5297872340425532,virginica
0.2605633802816902,0.6221374045801527,0.05475040257648954,0.03829787234042553,setosa
0.17136150234741793,0.3816793893129772,0.08212560386473429,0.06595744680851064,setosa
